Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
9/9/16,2,2,6,10,2,10,2,1,1,7,3,3,1,7,0,2,2,6,2,5,21 to 35,Male,672
9/9/16,2,4,1,1,10,10,1,4,2,1,0,2,1,8,4,1,2,5,1,3,51 or more,Female,619.3
9/9/16,4,1,4,3,5,6,3,3,2,8,4,10,2,7,0,0,1,5,3,6,36 to 50,Female,663.2
9/9/16,2,4,0,5,3,10,3,3,1,7,3,1,1,7,7,2,1,2,1,3,21 to 35,Female,612.1
9/9/16,3,1,3,5,3,7,3,1,2,7,3,1,10,7,0,2,2,10,10,10,51 or more,Male,686.9
9/9/16,1,2,6,4,10,10,2,5,2,6,4,4,1,4,4,2,2,4,6,4,36 to 50,Female,659.7
9/9/16,3,1,4,6,6,10,4,5,2,3,1,5,2,8,0,1,2,2,0,3,36 to 50,Female,660.7
9/9/16,5,4,1,3,4,4,0,2,1,0,4,2,0,7,0,6,1,0,5,4,51 or more,Female,603.8
9/9/16,3,2,10,8,10,8,5,1,1,6,1,8,0,7,0,2,2,8,7,10,21 to 35,Male,717.2
9/9/16,2,2,5,10,5,4,7,4,1,4,2,5,8,6,10,4,1,7,3,5,21 to 35,Female,656.9
9/9/16,5,2,2,5,9,4,3,5,1,8,1,4,1,8,0,3,1,3,3,10,21 to 35,Female,672.4
9/10/16,3,2,2,0,1,4,2,0,1,4,1,4,0,9,0,2,2,3,1,10,21 to 35,Female,633.5
9/10/16,4,4,3,1,5,7,0,0,1,5,4,10,3,7,7,1,1,3,5,10,21 to 35,Male,641.1
9/10/16,1,5,0,3,0,4,3,4,1,6,6,8,2,7,2,4,1,2,7,10,36 to 50,Male,635.6
9/10/16,3,2,10,8,10,5,7,5,1,9,2,5,8,7,0,1,2,10,1,7,36 to 50,Female,733.6
9/10/16,2,3,10,10,10,10,10,5,1,10,1,10,3,7,0,1,2,10,3,7,36 to 50,Male,748.2
9/10/16,2,1,10,10,10,6,6,5,1,7,4,10,3,8,0,1,1,10,3,3,21 to 35,Female,719.5
9/10/16,1,4,2,5,10,10,3,5,2,7,4,2,4,8,2,0,1,4,1,10,51 or more,Female,651.6
9/11/16,5,3,10,5,10,10,8,5,1,7,8,10,8,7,0,3,2,10,10,6,21 to 35,Male,768.6
9/11/16,3,2,10,8,5,9,5,3,1,8,2,6,2,7,0,4,2,10,1,10,36 to 50,Female,711.7
9/11/16,5,3,6,10,10,5,2,5,1,8,4,6,1,7,0,2,2,6,6,8,36 to 50,Female,718.5
9/11/16,3,4,8,5,3,3,3,3,1,5,1,5,1,6,2,1,2,4,1,5,21 to 35,Female,650.1
9/12/16,0,4,3,4,4,4,0,2,1,2,1,2,1,8,0,0,2,6,1,10,51 or more,Male,634.6
9/12/16,2,4,10,2,8,1,5,1,1,5,10,10,1,9,0,0,2,7,10,10,21 to 35,Female,711.2
9/12/16,2,5,10,3,10,6,8,5,2,8,3,10,2,6,5,0,2,10,4,3,36 to 50,Female,686.8
9/12/16,1,4,0,1,1,3,1,0,2,1,1,4,1,3,0,5,1,4,1,7,36 to 50,Female,557.5
9/13/16,3,3,10,10,10,10,7,5,1,6,4,4,3,8,0,4,1,8,9,7,21 to 35,Female,720
9/13/16,1,2,5,8,8,10,10,3,1,4,1,10,8,8,5,4,1,10,4,8,21 to 35,Male,699.1
9/13/16,0,1,4,8,7,8,2,5,1,4,3,4,3,7,5,3,2,5,1,10,21 to 35,Male,675.6
9/13/16,3,2,10,5,10,5,2,1,2,5,2,5,2,5,10,1,2,5,6,5,36 to 50,Female,648.2
9/13/16,4,2,10,2,1,1,4,2,1,6,3,2,0,8,0,5,1,1,0,5,21 to 35,Female,624.4
9/13/16,2,4,8,2,6,1,4,5,1,2,2,8,2,9,0,6,1,2,2,3,21 to 35,Male,634.3
9/13/16,4,3,6,9,9,5,6,1,1,9,5,4,5,8,0,4,2,8,8,4,36 to 50,Female,709.8
9/13/16,1,2,10,7,8,5,3,4,1,7,2,6,3,7,1,1,1,3,4,4,21 to 35,Male,670.9
9/13/16,5,1,5,9,2,10,7,0,2,8,3,3,5,6,1,3,2,1,2,1,21 to 35,Male,658.2
9/13/16,3,4,1,2,7,8,3,3,2,5,5,3,1,6,4,7,1,5,3,7,21 to 35,Male,612.3
9/13/16,2,4,3,3,10,5,3,0,1,8,0,8,0,6,5,1,2,5,2,10,36 to 50,Male,654.1
9/14/16,1,2,5,8,8,10,10,3,1,4,1,10,8,8,5,4,1,10,4,8,21 to 35,Male,699.1
9/14/16,3,5,5,5,5,5,5,5,2,5,5,5,0,7,5,2,2,10,0,10,21 to 35,Female,658.8
9/14/16,3,5,5,5,5,5,5,5,2,5,5,5,0,7,5,2,2,10,0,10,21 to 35,Female,658.8
9/14/16,4,4,10,2,2,3,6,1,1,8,1,4,10,8,0,3,1,5,0,10,21 to 35,Female,662.2
9/14/16,1,4,4,7,10,10,2,3,2,1,2,6,2,7,0,3,1,10,1,5,21 to 35,Female,638.6
9/14/16,3,3,10,3,10,1,8,5,1,10,1,6,10,8,0,1,1,10,10,2,51 or more,Male,713.6
9/14/16,1,1,10,4,6,3,4,0,2,8,2,8,4,7,0,1,1,3,2,5,36 to 50,Female,640.7
9/14/16,5,2,6,3,5,6,10,2,1,9,5,8,4,7,3,3,1,10,5,7,Less than 20,Female,698.5
9/14/16,0,5,0,0,6,0,3,0,1,0,1,1,10,6,0,1,1,3,3,3,36 to 50,Male,588.1
9/14/16,5,3,5,4,2,4,3,3,1,9,5,3,3,8,0,0,2,3,3,10,36 to 50,Female,685.8
9/14/16,3,0,3,3,1,3,3,2,1,9,3,6,10,8,0,1,1,4,9,10,21 to 35,Male,684.7
9/15/16,1,4,0,2,5,3,1,0,1,7,3,8,2,5,0,8,1,7,3,4,21 to 35,Female,608
9/15/16,4,3,5,4,10,10,7,5,1,8,2,5,10,5,5,4,2,7,1,4,36 to 50,Male,700.9
9/15/16,4,3,5,4,10,10,7,5,1,8,2,5,10,5,5,4,2,7,1,4,36 to 50,Male,700.9
9/15/16,2,5,5,5,8,10,4,3,1,4,4,3,5,6,10,6,2,8,7,3,36 to 50,Female,658.2
9/15/16,3,2,10,10,2,10,4,2,1,4,1,10,4,7,0,0,2,10,2,10,Less than 20,Female,717.6
9/15/16,3,3,1,5,2,6,3,3,1,4,5,3,1,7,8,4,1,10,10,5,21 to 35,Male,641.4
9/15/16,2,1,5,4,1,4,1,0,1,4,2,2,1,8,0,1,2,2,0,9,21 to 35,Female,638
9/16/16,4,3,10,6,3,2,1,5,2,6,3,1,2,7,2,0,2,5,2,10,36 to 50,Female,661.4
9/16/16,3,3,3,4,8,5,5,2,1,8,2,5,10,7,7,7,2,5,10,7,36 to 50,Female,680.9
9/16/16,5,4,1,8,3,10,6,1,2,6,2,6,3,8,0,1,2,9,4,4,36 to 50,Female,671.1
9/16/16,5,4,1,6,4,10,9,4,2,7,3,6,3,8,0,1,2,8,4,5,36 to 50,Female,688.1
9/16/16,1,1,3,6,2,10,4,1,2,10,4,4,3,5,10,3,2,10,2,5,36 to 50,Male,642.9
9/16/16,3,4,8,2,7,7,0,5,1,7,0,10,0,8,0,6,2,5,5,10,Less than 20,Female,685.5
9/16/16,2,4,0,0,0,6,3,0,1,0,2,2,0,7,0,0,1,3,0,0,Less than 20,Male,578.3
9/16/16,5,4,10,5,5,10,6,3,2,7,3,6,4,7,10,5,1,1,7,10,21 to 35,Female,655.6
9/16/16,2,4,10,10,3,6,2,1,1,7,4,8,10,7,5,0,2,5,0,10,21 to 35,Male,691.7
9/16/16,4,4,6,2,2,3,4,0,1,8,1,8,1,7,0,1,2,4,1,10,36 to 50,Male,659.4
9/16/16,5,1,10,10,7,8,5,2,1,8,2,1,1,8,0,0,2,6,2,10,21 to 35,Male,716
9/16/16,5,1,10,10,7,8,5,2,1,8,2,1,1,8,0,0,2,6,2,10,21 to 35,Male,716
9/16/16,1,4,0,1,0,10,0,0,2,0,0,6,0,6,0,0,1,2,0,0,21 to 35,Male,561.9
9/17/16,2,4,10,10,3,6,2,1,1,7,4,8,10,7,5,0,2,5,0,10,21 to 35,Male,691.7
9/17/16,3,3,3,10,10,10,4,2,1,5,1,9,3,7,4,2,2,6,3,7,51 or more,Female,693.6
9/17/16,3,2,3,4,4,6,2,4,1,2,1,3,1,8,3,1,2,8,0,7,51 or more,Female,656.9
9/17/16,3,2,10,5,0,5,10,0,2,2,0,10,0,8,0,1,2,10,0,10,21 to 35,Male,668.5
9/17/16,3,3,6,4,6,2,4,2,2,7,0,6,1,6,0,1,2,10,0,7,51 or more,Female,652
9/17/16,3,3,6,4,6,2,4,2,2,7,0,6,1,6,0,1,2,10,0,7,51 or more,Female,652
9/17/16,1,5,10,5,6,10,3,1,1,3,5,5,0,6,10,3,2,6,1,2,21 to 35,Female,636.5
9/18/16,5,1,4,7,10,10,8,1,1,9,2,10,4,8,4,0,2,6,1,1,21 to 35,Male,711
9/18/16,3,2,10,5,4,6,4,0,2,8,3,7,3,8,0,1,2,8,1,8,21 to 35,Female,676.4
9/18/16,2,4,7,5,1,4,2,0,1,7,1,5,2,8,7,4,2,1,2,6,36 to 50,Female,625
9/18/16,3,2,10,5,10,10,10,5,2,10,10,2,10,6,10,1,2,10,10,5,51 or more,Female,731.1
9/18/16,3,1,6,10,8,7,5,2,2,3,2,5,5,6,0,1,2,10,2,7,51 or more,Male,687.5
9/18/16,4,1,5,4,5,0,0,5,1,7,4,1,0,5,0,0,2,1,4,10,51 or more,Female,667.8
9/18/16,3,2,10,8,8,10,5,5,1,10,3,10,5,7,0,2,2,10,3,5,21 to 35,Female,741.4
9/19/16,5,0,1,5,3,2,2,0,1,8,2,5,7,8,0,0,2,6,3,9,21 to 35,Male,684.5
9/19/16,5,0,1,5,3,2,2,0,1,8,2,5,7,8,0,0,2,6,3,9,21 to 35,Male,684.5
9/19/16,2,5,10,10,6,2,3,5,1,7,1,2,2,8,5,1,2,1,3,7,21 to 35,Female,665.2
9/19/16,2,4,5,10,8,2,5,5,1,7,3,2,2,8,5,1,2,3,3,7,21 to 35,Female,673.7
9/19/16,5,0,1,5,3,2,2,0,1,8,2,5,7,8,0,0,2,6,3,9,21 to 35,Male,684.5
9/19/16,5,3,4,5,10,8,5,5,2,6,4,3,1,7,3,4,1,10,2,8,36 to 50,Female,665.2
9/19/16,3,4,6,1,4,4,1,5,1,5,0,3,1,6,5,7,2,10,0,5,21 to 35,Female,634.4
9/19/16,5,4,3,10,5,8,3,5,2,6,3,8,7,8,5,6,1,4,6,5,21 to 35,Female,661.3
9/19/16,3,2,5,10,3,10,4,1,1,7,2,5,7,7,0,4,2,10,2,4,21 to 35,Female,692.8
9/19/16,1,4,2,4,3,10,2,1,2,0,0,8,2,7,0,10,2,2,0,7,36 to 50,Male,603.3
9/19/16,4,5,4,2,2,1,5,5,1,10,3,10,0,9,0,3,2,6,4,10,51 or more,Female,685.7
9/19/16,4,5,4,2,2,1,5,5,1,10,3,10,0,9,0,3,2,6,4,10,51 or more,Female,685.7
9/19/16,2,3,0,4,2,4,0,2,2,2,2,1,5,6,4,0,2,5,2,3,36 to 50,Female,603.4
9/20/16,3,3,8,5,10,10,5,3,1,8,6,10,3,6,0,2,2,8,6,2,36 to 50,Female,719.1
9/20/16,2,4,5,9,8,9,5,5,1,7,4,6,4,7,5,2,2,8,6,7,21 to 35,Female,706.6
9/20/16,5,4,10,7,3,10,8,2,1,7,5,3,1,6,0,10,2,6,0,3,36 to 50,Female,673.5
9/20/16,3,3,10,6,5,10,10,0,2,7,6,8,10,6,2,5,2,8,10,5,21 to 35,Female,706.8
9/20/16,2,4,6,3,3,4,3,2,2,3,2,9,2,6,3,10,2,10,0,2,21 to 35,Male,615.2
9/20/16,5,4,3,10,7,10,5,1,1,10,1,7,10,6,1,2,2,1,2,2,36 to 50,Female,691.3
9/20/16,5,4,10,7,7,10,5,5,1,5,2,9,4,7,0,4,2,10,9,10,51 or more,Female,739.5
9/20/16,3,4,1,5,3,5,5,5,1,6,3,10,2,4,8,7,2,4,1,1,51 or more,Female,637.1
9/21/16,2,4,6,4,2,2,3,2,2,2,1,2,4,7,5,6,1,2,3,2,21 to 35,Female,578.3
9/21/16,5,2,5,2,5,10,1,4,1,9,3,7,0,8,0,0,2,5,2,8,36 to 50,Female,698.5
9/21/16,2,2,10,8,6,7,3,3,1,6,2,5,5,6,0,5,1,10,3,10,36 to 50,Female,685.8
9/21/16,5,3,5,4,10,6,2,5,2,3,4,10,6,7,0,1,2,6,6,6,51 or more,Female,697.2
9/21/16,2,1,6,4,10,2,2,0,1,5,0,5,0,7,0,1,2,3,0,7,36 to 50,Female,652
9/21/16,3,4,10,6,6,3,3,5,1,6,3,6,0,8,3,0,2,10,2,10,21 to 35,Male,696.6
9/21/16,2,3,10,6,10,4,1,0,1,6,2,4,1,10,0,3,1,3,4,6,51 or more,Female,652.4
9/21/16,5,2,5,7,10,6,3,2,1,7,6,2,0,8,0,3,2,10,5,5,21 to 35,Male,700.9
9/21/16,5,5,10,2,0,5,5,3,1,7,0,6,0,5,10,10,1,10,1,0,51 or more,Female,609.3
9/21/16,2,2,4,10,7,7,7,3,1,8,6,2,2,7,5,4,2,4,6,10,Less than 20,Male,693.9
9/21/16,3,3,2,4,10,6,3,5,1,4,5,5,3,6,2,2,2,3,3,10,21 to 35,Female,682.4
9/21/16,2,2,2,2,5,2,0,2,2,2,2,2,1,7,0,2,2,7,0,10,51 or more,Female,620.8
9/21/16,1,2,10,4,5,10,10,5,1,8,7,10,2,6,5,5,2,10,6,10,21 to 35,Male,727.6
9/22/16,3,4,7,7,1,2,3,1,1,5,1,10,0,9,0,1,1,1,5,10,21 to 35,Female,650
9/22/16,5,2,8,3,5,2,2,5,2,0,1,4,0,8,0,2,1,4,3,10,36 to 50,Male,638.4
9/22/16,4,1,7,7,10,10,8,5,1,3,7,1,5,6,0,1,2,10,10,9,51 or more,Female,746.2
9/22/16,4,5,3,8,6,10,4,5,1,5,8,4,4,9,0,6,2,4,3,5,21 to 35,Female,691.3
9/22/16,3,2,6,10,10,10,9,5,2,6,8,9,6,7,6,3,2,8,4,7,21 to 35,Male,722.5
9/22/16,4,1,10,10,10,6,10,5,1,10,9,4,2,8,0,3,1,0,2,10,36 to 50,Female,723.4
9/22/16,2,2,5,5,10,10,5,0,2,8,5,1,5,6,0,0,2,1,5,1,36 to 50,Female,659.5
9/23/16,3,4,3,5,9,3,9,1,1,7,1,10,1,7,3,10,1,2,1,10,51 or more,Female,641.1
9/23/16,3,4,3,5,9,3,9,1,1,7,1,10,1,7,3,10,1,2,1,10,51 or more,Female,641.1
9/23/16,3,4,10,10,7,10,7,5,2,9,7,9,9,7,0,5,2,7,10,9,51 or more,Male,741.2
9/23/16,5,0,8,10,10,5,10,5,2,10,7,5,10,9,10,0,2,4,5,10,51 or more,Female,739.1
9/23/16,1,2,7,4,2,7,4,5,1,4,3,8,5,9,0,4,2,8,4,10,21 to 35,Male,698.9
9/23/16,1,2,7,4,2,7,4,5,1,4,3,8,5,9,0,4,2,8,4,10,21 to 35,Male,698.9
9/23/16,2,0,0,0,2,4,0,1,2,0,4,2,0,7,7,3,2,6,4,1,21 to 35,Male,590.2
9/24/16,5,2,3,2,3,3,2,5,2,5,2,3,2,6,8,1,2,4,0,5,51 or more,Female,625.9
9/24/16,2,5,1,3,3,4,0,5,2,6,1,5,1,7,5,6,1,3,5,3,51 or more,Female,589.1
9/24/16,2,5,5,0,10,10,8,5,2,5,6,3,1,6,8,9,1,10,7,1,21 to 35,Female,629.3
9/24/16,3,5,9,6,8,10,5,3,2,7,3,6,6,7,2,6,2,6,2,6,36 to 50,Female,674.3
9/24/16,3,2,10,2,3,7,3,5,1,6,6,10,0,7,0,2,2,8,4,10,36 to 50,Male,710.8
9/24/16,3,2,10,2,3,7,3,5,1,6,6,10,0,7,0,2,2,8,4,10,36 to 50,Male,710.8
9/25/16,1,3,6,10,2,8,3,5,2,6,2,3,0,7,0,3,1,5,1,3,36 to 50,Male,629.5
9/25/16,2,4,4,3,3,7,1,4,2,3,0,8,3,6,10,0,2,3,0,2,51 or more,Male,609.9
9/25/16,2,1,6,3,3,3,3,2,2,1,1,3,3,7,3,2,2,4,1,4,21 to 35,Male,619.3
9/25/16,4,1,3,10,10,7,2,5,2,8,10,6,1,7,0,5,2,5,10,10,51 or more,Female,716.8
9/25/16,1,4,1,2,1,2,1,1,2,8,1,3,0,6,0,1,1,2,1,2,36 to 50,Female,571.5
9/25/16,2,5,3,3,3,5,2,1,1,6,6,5,5,6,9,10,2,6,2,2,Less than 20,Female,616.1
9/25/16,5,4,5,6,2,5,6,1,2,7,7,8,2,6,5,2,2,10,2,3,21 to 35,Female,659.2
9/25/16,5,1,10,9,5,10,5,2,2,8,2,8,2,7,0,0,2,10,1,10,21 to 35,Female,715.5
9/25/16,2,2,5,3,5,5,5,5,1,3,2,7,10,6,6,0,2,10,6,7,21 to 35,Male,696.4
9/25/16,5,3,4,6,3,5,1,5,1,7,5,6,4,7,1,1,2,7,2,8,51 or more,Female,694.7
9/25/16,1,5,2,4,4,4,10,3,1,10,10,1,5,6,10,2,1,6,5,9,21 to 35,Female,651
9/26/16,4,1,10,6,4,3,0,2,1,3,0,2,1,4,2,2,2,3,1,8,21 to 35,Male,649.1
9/26/16,4,1,2,7,10,10,6,4,1,8,7,8,5,6,5,1,2,6,8,7,36 to 50,Female,730.6
9/26/16,3,3,10,6,10,7,2,3,1,7,1,7,3,7,2,5,2,8,6,8,21 to 35,Male,701.7
9/26/16,1,1,2,1,5,1,3,1,1,1,2,3,3,8,1,1,1,1,9,8,21 to 35,Male,626.3
9/26/16,1,1,2,1,5,1,3,1,1,1,2,3,3,8,1,1,1,1,9,8,21 to 35,Male,626.3
9/26/16,2,3,3,5,3,3,2,0,1,6,5,7,3,7,0,0,2,3,2,1,21 to 35,Female,645.6
9/27/16,4,3,10,5,4,10,2,2,2,7,2,3,2,8,3,2,2,6,8,5,21 to 35,Male,670.5
9/27/16,1,2,10,7,5,10,2,3,2,8,4,8,3,6,2,0,1,6,4,7,21 to 35,Female,669.4
9/27/16,2,3,5,5,3,3,2,1,1,6,4,8,10,7,0,0,2,3,2,1,21 to 35,Female,664.5
9/27/16,3,1,4,10,7,5,6,3,2,10,2,2,2,7,4,1,2,4,1,1,Less than 20,Female,658.2
9/27/16,5,3,10,10,6,10,4,5,1,8,3,7,5,8,0,3,2,10,1,7,21 to 35,Female,734.2
9/28/16,4,2,8,10,7,7,4,4,1,8,2,9,8,8,3,3,2,10,3,8,21 to 35,Female,731.2
9/28/16,2,4,9,5,2,3,3,4,2,7,2,4,5,8,10,2,2,6,3,7,51 or more,Male,641.8
9/28/16,3,1,7,8,7,10,7,2,1,7,3,7,1,6,0,2,2,4,3,7,21 to 35,Male,704.9
9/28/16,3,1,3,1,0,1,1,0,1,0,1,7,0,5,1,2,1,0,1,10,21 to 35,Male,599.3
9/28/16,3,1,7,8,5,10,5,1,1,7,3,7,1,6,0,2,2,5,3,7,21 to 35,Male,696.4
9/28/16,4,3,4,3,1,3,2,3,1,4,2,6,1,6,5,3,2,4,1,5,21 to 35,Female,635
9/28/16,5,1,10,6,10,5,4,5,2,9,2,6,7,7,0,0,1,10,6,10,51 or more,Female,716.8
9/29/16,4,2,10,6,8,10,4,2,1,8,3,10,5,8,0,2,2,7,5,10,36 to 50,Male,734.8
9/29/16,3,4,7,5,3,9,6,5,1,10,0,8,0,7,5,0,2,6,1,7,51 or more,Female,686.6
9/29/16,5,3,7,5,6,2,1,2,1,3,0,6,3,8,0,1,1,1,4,5,21 to 35,Female,645.6
9/29/16,5,2,2,6,7,7,3,2,1,9,3,3,3,6,7,1,1,0,5,8,36 to 50,Female,654.8
9/29/16,3,4,4,5,10,5,0,2,1,6,5,2,0,9,5,3,1,5,1,5,36 to 50,Female,633.1
9/29/16,5,4,10,5,5,5,3,2,1,4,4,8,1,8,0,1,1,10,2,10,21 to 35,Female,683.4
9/29/16,0,3,2,6,1,4,3,1,1,1,1,4,1,6,0,1,1,5,0,2,Less than 20,Male,598.9
9/29/16,3,2,4,6,8,10,5,2,1,7,6,3,10,8,0,2,2,10,2,4,36 to 50,Female,711.3
9/29/16,5,3,6,7,6,10,7,5,2,9,6,10,5,8,1,2,2,10,3,10,21 to 35,Male,731.4
9/29/16,2,0,2,10,10,10,0,3,2,3,10,6,1,8,0,0,1,10,10,10,21 to 35,Male,700
9/29/16,2,1,10,5,4,6,5,5,2,5,3,10,5,7,0,0,2,5,3,10,21 to 35,Female,700.6
9/30/16,3,5,4,6,5,10,5,5,1,7,3,6,10,6,10,3,1,10,4,10,21 to 35,Female,680.9
9/30/16,3,5,4,6,5,10,5,5,1,7,3,6,10,6,10,3,1,10,4,10,21 to 35,Female,680.9
9/30/16,2,3,2,2,3,10,1,4,2,5,4,5,2,6,2,3,2,1,2,6,36 to 50,Male,631.4
9/30/16,5,2,2,5,10,6,6,5,1,7,1,5,1,7,0,3,2,7,0,8,51 or more,Female,696.2
9/30/16,4,2,10,8,10,8,5,2,1,7,3,7,0,7,1,3,2,10,2,7,21 to 35,Female,713.6
9/30/16,3,3,8,4,4,10,0,0,2,3,1,2,0,6,0,6,2,10,0,2,51 or more,Male,620.6
9/30/16,1,1,10,4,5,10,9,1,1,1,10,5,0,9,0,1,2,10,4,0,Less than 20,Female,696.6
9/30/16,2,5,6,2,1,2,2,3,1,7,4,6,5,7,3,5,2,3,1,2,21 to 35,Female,631.8
10/1/16,3,3,10,8,8,10,3,2,1,10,3,5,5,7,0,3,2,6,7,10,51 or more,Female,721.7
10/1/16,2,4,1,1,0,5,1,0,1,2,1,10,0,7,0,7,1,1,4,2,21 to 35,Female,588.4
10/1/16,1,3,1,5,5,10,1,0,2,3,2,4,5,7,3,4,2,6,2,6,21 to 35,Female,624.6
10/2/16,3,0,8,5,10,10,10,2,1,5,8,10,10,10,10,0,2,5,8,10,21 to 35,Male,750.5
10/2/16,1,4,6,2,1,8,5,1,1,6,2,3,0,6,2,1,2,3,4,6,36 to 50,Female,639.5
10/2/16,5,0,7,6,2,7,6,0,1,10,10,4,1,8,0,0,2,6,6,10,21 to 35,Male,721.7
10/2/16,1,3,2,6,6,2,1,5,1,5,1,3,0,7,0,1,2,0,1,7,51 or more,Female,641.4
10/2/16,4,4,10,10,10,10,8,5,2,7,7,1,5,7,0,6,2,10,8,10,21 to 35,Female,727.7
10/2/16,4,2,8,8,5,10,2,3,2,10,2,7,7,8,0,1,2,5,4,2,51 or more,Female,695.1
10/2/16,4,2,8,8,5,10,2,3,2,10,2,7,7,8,0,1,2,5,4,2,51 or more,Female,695.1
10/3/16,5,2,2,1,4,10,5,5,1,7,2,9,1,7,5,6,2,3,1,7,51 or more,Male,673.2
10/3/16,3,4,2,4,4,5,4,1,1,4,4,6,4,6,0,4,2,2,2,10,21 to 35,Female,653.7
10/3/16,3,0,2,8,1,2,1,1,1,10,2,1,1,9,1,1,2,1,0,2,36 to 50,Female,641.4
10/3/16,3,2,6,10,10,7,10,5,1,10,9,7,10,8,5,5,2,2,8,10,Less than 20,Female,749.5
10/3/16,1,4,5,3,10,7,4,5,1,10,1,2,0,6,0,1,2,8,1,8,36 to 50,Female,678.4
10/3/16,1,1,10,10,7,10,6,5,1,5,6,2,2,7,1,1,2,10,3,10,21 to 35,Female,726.2
10/3/16,2,5,10,2,5,6,8,5,1,8,1,4,2,6,10,2,1,5,5,5,21 to 35,Female,646.5
10/3/16,1,1,4,4,8,2,2,2,1,6,2,3,5,7,0,4,2,10,0,8,21 to 35,Male,666.9
10/4/16,2,2,3,3,2,6,2,2,1,5,4,2,3,5,7,5,2,2,1,4,21 to 35,Female,620.4
10/4/16,0,3,5,7,3,3,4,5,1,2,4,8,3,6,6,1,2,7,5,10,21 to 35,Male,672.8
10/4/16,1,4,5,2,10,6,3,5,1,2,0,10,0,6,0,1,2,5,1,10,51 or more,Female,671.5
10/4/16,2,1,7,3,5,5,4,1,2,3,1,4,0,7,0,3,1,3,2,5,36 to 50,Male,614.4
10/4/16,2,0,10,8,5,10,5,1,1,3,7,8,7,6,7,5,2,5,9,6,21 to 35,Male,705.1
10/4/16,5,1,4,4,10,3,3,3,2,5,2,5,5,7,0,0,2,6,3,7,51 or more,Female,679.2
10/5/16,3,3,10,4,6,10,4,1,1,3,1,10,10,8,0,1,2,3,1,10,51 or more,Male,702.5
10/5/16,4,2,10,6,8,5,5,3,1,9,3,10,10,6,0,1,2,10,4,10,51 or more,Female,742.9
10/5/16,3,3,8,7,10,10,3,1,2,5,1,6,1,7,10,3,2,7,0,1,21 to 35,Male,640.3
10/5/16,5,5,5,2,2,3,6,1,1,5,2,10,1,8,10,2,2,7,7,10,21 to 35,Male,663.4
10/5/16,5,5,5,2,2,3,6,1,1,5,2,10,1,8,10,2,2,7,7,10,21 to 35,Male,663.4
10/5/16,5,4,10,6,4,10,3,4,1,10,6,2,10,7,10,1,2,5,1,7,51 or more,Female,699
10/5/16,2,2,3,4,10,10,6,2,1,3,2,9,3,6,0,4,1,1,2,10,21 to 35,Female,664.5
10/5/16,4,3,6,3,2,8,2,1,1,7,3,10,1,7,7,3,2,3,2,7,21 to 35,Male,658.1
10/6/16,3,3,1,5,10,6,6,5,1,5,1,6,2,7,7,3,2,8,1,3,36 to 50,Female,667.5
10/6/16,3,2,4,4,10,4,3,2,1,6,2,5,2,8,6,0,2,6,1,8,36 to 50,Female,670.9
10/6/16,2,3,3,3,4,4,4,2,1,7,2,5,5,6,0,1,1,5,2,5,21 to 35,Male,641.6
10/6/16,4,3,2,2,6,5,3,3,2,7,3,4,3,7,0,2,1,4,3,2,36 to 50,Female,626.3
10/6/16,1,1,9,5,4,4,4,2,1,6,3,4,4,7,2,1,2,2,6,6,21 to 35,Male,673.9
10/6/16,3,3,5,10,6,8,4,3,2,8,1,1,10,8,10,1,2,3,3,3,51 or more,Male,656.5
10/6/16,2,3,2,10,4,10,5,5,1,6,4,4,1,7,0,2,2,7,2,7,21 to 35,Female,690.9
10/6/16,1,3,5,4,5,8,4,2,1,6,2,9,3,7,2,2,2,4,6,8,Less than 20,Male,678.3
10/6/16,1,4,3,4,5,10,0,5,1,5,0,8,5,8,10,3,2,0,0,0,Less than 20,Male,630.7
10/6/16,1,3,5,5,3,10,2,1,2,0,5,10,0,7,0,4,2,0,2,10,Less than 20,Male,637.7
10/6/16,1,2,4,6,7,4,4,0,2,8,1,7,10,8,0,3,2,10,2,10,36 to 50,Female,676.4
10/6/16,2,3,4,10,10,10,6,5,2,5,2,2,5,8,0,2,1,10,9,5,21 to 35,Female,685.6
10/7/16,2,4,4,1,0,10,0,0,1,3,0,3,0,7,0,6,2,3,0,10,21 to 35,Male,615.9
10/7/16,4,1,9,8,8,8,3,3,1,10,3,10,4,7,0,3,2,10,3,10,51 or more,Male,738
10/7/16,4,3,10,7,10,6,10,3,1,3,2,7,5,9,0,3,1,10,1,7,Less than 20,Male,703.8
10/7/16,5,2,3,0,0,2,1,0,1,4,0,10,0,7,3,5,2,2,1,10,21 to 35,Male,629.2
10/7/16,3,3,1,4,2,2,2,4,1,10,0,3,0,7,0,0,2,10,2,7,51 or more,Female,661.8
10/7/16,2,4,10,7,8,10,7,5,2,5,4,4,5,6,0,10,2,7,8,7,36 to 50,Female,689
